ua_word,en_word,part_of_speech,level
хадж,hajj,noun,C1
хакі,khaki,noun,C1
халва,halva,noun,C1
харків'янка,kharkivite,noun,C1
хауса,hausa,noun,C1
хачапурі,khachapuri,noun,C1
хвилька,moment,noun,C1
хвилястий,wavy,adjective,C1
хилити,to,verb,C1
хлоп'я,boy,noun,A1
ходуля,stilt,noun,C1
холодець,aspic,noun,C1
холостяк,bachelor,noun,C1
хомут,shackle,noun,C1
хоронитися,hide,verb,C1
хребетний,vertebrate,adjective,C1
хрящ,cartilage,noun,C1
хуртовина,snowstorm,noun,C1
царьок,kinglet,noun,C1
цвіль,mildew,noun,C1
цивілізувати,civilise,verb,C1
циганка,gypsy,noun,C1
цинамон,cinnamon,noun,C1
цілитися,aim,verb,C1
ціпок,chainlet,noun,C1
цупити,to,verb,C1
чайові,gratuity,noun,C1
чан,tub,noun,C1
частівка,chastushka,noun,C1
чаювати,to,verb,C1
Челябінськ,chelyabinsk,noun,C1
чемодан,suitcase,noun,C1
чепурний,neat,adjective,C1
червінець,chervonets,noun,C1
черевний,abdominal,adjective,C1
черкеска,circassian,noun,C1
чинитися,happen,verb,C1
чисельник,numerator,noun,C1
читачка,reader,noun,C1
чорногорка,montenegrin,noun,C1
чорногуз,stork,noun,C1
чорнослив,prune,noun,C1
чорнушка,nigella,noun,C1
Чортків,chortkiv,noun,C1
чота,platoon,noun,C1
Чукотка,chukotka,noun,C1
чулий,sensitive,adjective,C1
чхання,sneeze,noun,C1
шакал,jackal,noun,C1
шаманство,shamanism,noun,C1
шарж,cartoon,noun,C1
шахраювати,cheat,verb,C1
шваб,fritz,noun,C1
швейцар,porter,noun,C1
шестигодинний,six-hour,adjective,C1
шинка,ham,noun,C1
широкоплечий,broad-shouldered,adjective,C1
шкірний,cutaneous,adjective,C1
шлам,slime,noun,C1
шлягер,hit,noun,C1
шнапс,schnapps,noun,C1
шпигунка,spy,noun,C1
шпилька,pin,noun,C1
шпіонаж,espionage,noun,C1
Шпола,shpola,noun,C1
штатський,civil,adjective,C1
штемпель,device,noun,C1
штепсель,plug,noun,C1
штрейкбрехер,strikebreaker,noun,C1
шульга,mistletoe,noun,C1
шуруп,screw,noun,C1
щетина,bristle,noun,C1
щитоподібний,referring,adjective,C1
щодобовий,daily,adjective,C1
язичок,uvula,noun,C1
яловець,juniper,noun,C1
ямб,iamb,noun,C1
ямка,dent,noun,C1
яничар,janissary,noun,C1
ятаган,yataghan,noun,C1
абикуди,anywhere,adverb,C1
аболіціонізм,abolitionism,noun,C1
абортувати,to,verb,C1
абразія,abrasion,noun,C1
абрикос,apricot,noun,C1
абстракціоніст,abstractionist,noun,C1
абсурдист,absurdist,noun,C1
авангардист,avant-gardist,noun,C1
авангардистський,avant-garde,adjective,C1
авантюрність,adventurousness,noun,C1
авар,avar,noun,C1
авдиторія,audience,noun,C1
авеню,avenue,noun,C1
авіабудівник,aircraft,noun,C1
авіаквиток,air,noun,C1
авіапасажир,air,noun,C1
авіаперевезення,air,noun,C1
авіатехнік,aircraft,noun,C1
авітаміноз,avitaminosis,noun,C1
австралопітек,australopith,noun,C1
австрійка,austrian,noun,C1
автаркія,autarchy,noun,C1
авторизація,authorization,noun,C1
авторучка,fountain,noun,C1
агнець,lamb,noun,C1
Аделаїда,adelaide,noun,C1
аджарець,adjaran,noun,C1
адміністраторка,administrator,noun,C1
адресант,sender,noun,C1
азіат,asian,noun,C1
аквамарин,aquamarine,noun,C1
амеба,amoeba,noun,C1
американізм,americanism,noun,C1
американізований,americanized,adjective,C1
борсук,badger,noun,C1
бриль,broadbrimmed,noun,C1
брівка,kerb,noun,C1
взаємозамінний,interchangeable,adjective,C1
взаємозамінність,interchangeability,noun,C1
висівки,bran,noun,C1
актуарій,actuary,noun,C1
акушерка,midwife,noun,C1
Алмати,almaty,noun,C1
Алчевськ,alchevsk,noun,C1
альт,alto,noun,C1
анаконда,anaconda,noun,C1
аналітик,analyst,noun,C1
Андріан,adrian,noun,C1
анексувати,annex,verb,C1
анод,anode,noun,C1
антидот,antidote,noun,C1
антиколоніальний,anticolonial,adjective,C1
антисеміт,antisemite,noun,C1
антонім,antonym,noun,C1
антресоль,entresol,noun,C1
антропоморфний,anthropomorphic,adjective,C1
аншлюс,annexation,noun,C1
апокриф,apocrypha,noun,C1
аргентинець,argentine,noun,C1
ароматичний,aromatic,adjective,C1
Артемівськ,artemivsk,noun,C1
арфа,harp,noun,C1
архаїзація,archaization,noun,C1
Архангельськ,arkhangelsk,noun,C1
архіваріус,archivist,noun,C1
архонт,archon,noun,C1
аскетично,ascetically,adverb,C1
асорті,assortment,noun,C1
Астрахань,astrakhan,noun,C1
афінянин,athenian,noun,C1
Ашхабад,ashgabat,noun,C1
баварець,person,noun,C1
багатокультурний,multicultural,adjective,C1
багатоскладовий,polysyllabic,adjective,C1
багатослівний,wordy,adjective,C1
багатослівність,rhetoric,noun,C1
багнистий,boggy,adjective,C1
багор,purple,noun,C1
багор,boathook,noun,C1
баддя,large,noun,C1
базальт,basalt,noun,C1
байка,fable,noun,C1
Байкал,baikal,noun,C1
бакалія,grocery,noun,C1
баклан,cormorant,noun,C1
Баку,baku,noun,C1
балакун,chatterbox,noun,C1
балик,smoked,noun,C1
балканізація,balkanization,noun,C1
балюстрада,balustrade,noun,C1
Бангкок,bangkok,noun,C1
барліг,den,noun,C1
Барнаул,barnaul,noun,C1
бархан,dune,noun,C1
баский,high-spirited,adjective,C1
батончик,candy,noun,C1
Бахмач,bakhmach,noun,C1
бахрома,fringe,noun,C1
бедринець,pimpernel,noun,C1
бедуїн,bedouin,noun,C1
бежевий,beige,adjective,C1
безбородий,beardless,adjective,C1
безвладний,powerless,adjective,C1
бездіяльний,supine,adjective,C1
безжурний,carefree,adjective,C1
безладно,haphazardly,adverb,C1
безлюддя,absence,noun,C1
безмозкий,brainless,adjective,C1
безпомильний,errorfree,adjective,C1
безпристрасний,dispassionate,adjective,C1
безсердечність,cruelty,noun,C1
безхребетний,invertebrate,adjective,C1
безцеремонний,brusque,adjective,C1
безшумний,noiseless,adjective,C1
бекас,snipe,noun,C1
бельведер,belvedere,noun,C1
бензобак,gas,noun,C1
бензоколонка,bowser,noun,C1
бережливий,thrifty,adjective,C1
бережливість,economy,noun,C1
берло,sceptre,noun,C1
Бершадь,bershad,noun,C1
бестіарій,bestiary,noun,C1
бета,beta,noun,C1
бетономішалка,cement,noun,C1
бетховенський,beethovenian,adjective,C1
Бихов,bykhaw,noun,C1
бібліотекарка,librarian,noun,C1
бігання,running,noun,C1
бідняка,poor,noun,C1
біженка,refugee,noun,C1
бікіні,bikini,noun,C1
білборд,billboard,noun,C1
Білгород,belgorod,noun,C1
біленький,white,adjective,C1
білокрів'я,leukemia,noun,C1
більшовизація,bolshevization,noun,C1
більшовичка,bolshevik,noun,C1
біомеханіка,biomechanics,noun,C1
бір,pinewood,noun,C1
біфштекс,steak,noun,C1
блакить,blue,noun,C1
блефувати,to,verb,C1
близня,twin,noun,C1
бліндаж,dugout,noun,C1
блювота,vomit,noun,C1
блякнути,to,verb,C1
Богемія,bohemia,noun,C1
богобоязкий,god-fearing,adjective,C1
Богодухів,bohodukhiv,noun,C1
богомол,mantis,noun,C1
богоподібний,divine,adjective,C1
богослов'я,theology,noun,C1
божок,god,noun,C1
бойовисько,fight,noun,C1
болотистий,swampy,adjective,C1
бомбовий,bomb,adjective,C1
бомж,tramp,noun,C1
бордюр,kerb,noun,C1
ботулізм,botulism,noun,C1
боягузливість,cowardliness,noun,C1
братан,fraternal,noun,C1
братовбивця,person,noun,C1
Брацлав,bratslav,noun,C1
брехуха,liar,noun,C1
Броди,brody,noun,C1
бром,bromine,noun,C1
бронебійний,antiarmor,adjective,C1
броненосець,armadillo,noun,C1
Броніслава,inflection,noun,C1
брукувати,lay,verb,C1
брусок,bar,noun,C1
брюнет,male,noun,C1
брязкальце,rattle,noun,C1
буддистка,buddhist,noun,C1
будівельниця,builder,noun,C1
будівниця,construction,noun,C1
будучий,future,adjective,C1
бурелом,windthrow,noun,C1
буркотіти,babble,verb,C1
бурмотати,babble,verb,C1
бурмотіти,mutter,verb,C1
Бурунді,burundi,noun,C1
бурундук,chipmunk,noun,C1
бурчак,brook,noun,C1
бушлат,pea,noun,C1
бюстгальтер,brassiere,noun,C1
важкуватий,rather,adjective,C1
вайло,klutz,noun,C1
вакації,vacation,noun,C1
Валенсія,capital,noun,C1
валентність,valence,noun,C1
валеріана,valerian,noun,C1
валізка,suitcase,noun,C1
валок,rolling,noun,C1
ванадій,vanadium,noun,C1
Вануату,vanuatu,noun,C1
вапняковий,limestone,adjective,C1
вас,you,pronoun,A1
Васильків,vasylkiv,noun,C1
вата,cotton,noun,C1
вафля,waffle,noun,C1
вболівальниця,fan,noun,C1
вдиратися,invade,verb,C1
вдихання,inhalation,noun,C1
вдівець,widower,noun,C1
вдовиця,widow,noun,C1
вегетаріанство,vegetarianism,noun,C1
верблюжий,camel,adjective,C1
веретено,spindle,noun,C1
вермішель,vermicelli,noun,C1
Версаль,versailles,noun,C1
вертітися,spin,verb,C1
верховодка,bleak,noun,C1
веселитися,enjoy,verb,C1
вивергати,ejaculate,verb,C1
вивергатися,erupt,verb,C1
вивергнути,ejaculate,verb,C1
виводок,litter,noun,C1
вигадка,fable,noun,C1
виглянути,look,verb,A1
видихати,exhale,verb,C1
видноколо,horizon,noun,C1
видовисько,spectacle,noun,C1
видошукач,viewfinder,noun,C1
видумка,fable,noun,C1
визначання,appointment,noun,C1
визначник,determiner,noun,C1
виїмковий,special,adjective,C1
викопування,exhumation,noun,C1
викрадання,abduction,noun,C1
вилуплюватися,hatch,verb,C1
вимазати,to,verb,C1
вимірний,moderate,adjective,C1
вимірник,meter,noun,C1
вимотати,do,verb,A1
вимушувати,to,verb,C1
вим'я,udder,noun,C1
вино,wine,noun,C1
винокур,distiller,noun,C1
випивка,booze,noun,C1
виправка,correction,noun,C1
висвятити,consecrate,verb,C1
висвячувати,consecrate,verb,C1
висновувати,to,verb,C1
волокти,drag,verb,C1
волосінь,hair,noun,C1
волосок,balance,noun,C1
воротар,goalkeeper,noun,C1
Ворошиловград,voroshylovhrad,noun,C1
горлиця,turtle,noun,C1
гуаш,gouache,noun,C1
дезодорант,deodorant,noun,C1
вистежити,track,verb,C1
вистежувати,track,verb,C1
вистрілювати,shoot,verb,C1
витяжка,extract,noun,C1
вичислювати,calculate,verb,C1
вишукати,to,verb,C1
вівсяний,oatmeal,adjective,C1
вівсянка,bunting,noun,C1
вівчар,shepherd,noun,C1
відгороджувати,fence,verb,C1
відгул,leave,noun,A1
віддзеркалити,to,verb,C1
відділятися,separate,verb,C1
віденець,viennese,noun,C1
віджимання,push-up,noun,C1
відмовник,conscientious,noun,C1
віднімання,subtraction,noun,C1
відновляти,restore,verb,C1
відокремлюватися,separate,verb,C1
відписувати,bequeath,verb,C1
відросток,outgrowth,noun,C1
відсік,compartment,noun,C1
відьмак,wizard,noun,C1
віза,visa,noun,C1
візник,coach,noun,C1
віолончель,cello,noun,C1
вірменка,armenian,noun,C1
віровизнання,faith,noun,C1
вітрянка,chicken,noun,C1
вічко,eye,noun,C1
власноручний,personally,adjective,C1
влюбливий,amorous,adjective,C1
внутрішньовенний,intravenous,adjective,C1
внутрішньовидовий,intraspecific,adjective,C1
вовчиця,wolf,noun,C1
водонепроникний,watertight,adjective,C1
водопровідник,plumber,noun,C1
водянистий,aqueous,adjective,C1
возик,shopping,noun,C1
волан,shuttlecock,noun,C1
волейболіст,volleyballer,noun,C1
волинка,bagpipes,noun,C1
волноваський,volnovakha,adjective,C1
Волноваха,volnovakha,noun,C1
вольфрам,tungsten,noun,C1
воля,will,noun,C1
вони,they,pronoun,A1
воскрешати,resurrect,verb,C1
всезнання,omniscience,noun,C1
втім,otherwise,adverb,C1
вторгатися,intrude,verb,C1
вторгнутися,intrude,verb,C1
втрутитися,to,verb,C1
вуглина,charcoal,noun,C1
вудочка,fishing,noun,C1
вуздечка,bridle,noun,C1
вузьколобий,narrow-minded,adjective,C1
вусатий,moustachioed,adjective,C1
вусик,antenna,noun,C1
в'язничний,penitentiary,adjective,C1
габілітація,habilitation,noun,C1
Габон,gabon,noun,C1
гайдамака,hajduk,noun,C1
Гайсин,haisyn,noun,C1
гал,gaul,noun,C1
галій,gallium,noun,C1
галстук,necktie,noun,C1
галузка,twig,noun,C1
галюциногенний,hallucinogenic,adjective,C1
гамазея,granary,noun,C1
Ганг,ganges,noun,C1
гангрена,gangrene,noun,C1
гангстер,gangster,noun,C1
гандбол,handball,noun,C1
ґандж,defect,noun,C1
гарбузик,pumpkin,noun,C1
гарненький,cute,adjective,C1
гарпун,harpoon,noun,C1
гастроентерологія,gastroenterology,noun,C1
гаубиця,howitzer,noun,C1
гафній,hafnium,noun,C1
Гвадалахара,guadalajara,noun,C1
гедонізм,hedonism,noun,C1
гейша,geisha,noun,C1
геном,genome,noun,C1
гепард,cheetah,noun,C1
героїн,heroin,noun,C1
Ґете,goethe,noun,C1
гикання,gobble,noun,C1
гикати,gobble,verb,C1
гикати,to,verb,C1
гіацинт,hyacinth,noun,C1
гідроізоляція,waterproofing,noun,C1
гідрологія,hydrology,noun,C1
Гімалаї,himalayas,noun,C1
гіпербола,hyperbole,noun,C1
гірчичний,mustard,adjective,C1
гічка,gig,noun,C1
гнити,rot,verb,C1
гносеологія,gnosiology,noun,C1
ґнотовий,wick,adjective,C1
гобой,oboe,noun,C1
голландка,dutchwoman,noun,C1
головоломка,puzzle,noun,C1
головоріз,thug,noun,C1
голомшити,thrash,verb,C1
гомеостаз,homeostasis,noun,C1
гомосексуаліст,homosexual,noun,C1
гонець,messenger,noun,C1
гонорея,gonorrhea,noun,C1
горбкуватий,hilly,adjective,C1
горнути,to,verb,C1
горобчик,sparrow,noun,C1
гороховий,pea,adjective,C1
горщок,flowerpot,noun,C1
горянка,highlander,noun,C1
гостя,guest,noun,C1
готовість,readiness,noun,C1
градирня,cooling,noun,C1
грамофон,gramophone,noun,C1
гранатомет,launcher,noun,C1
гранульований,granular,adjective,C1
граф,graph,noun,C1
графік,timetable,noun,C1
грекиня,person,noun,C1
ґречний,correct,adjective,C1
гриль,barbecue,noun,C1
грілка,hot,noun,C1
грубка,furnace,noun,C1
груди,breast,noun,C1
грузинка,georgian,noun,C1
гусінь,caterpillar,noun,C1
гуска,goose,noun,C1
дайджест,digest,noun,C1
Даллас,dallas,noun,C1
Дамаск,damascus,noun,C1
данець,dane,noun,C1
дантист,dentist,noun,C1
дань,contribution,noun,C1
дарвінізм,darwinism,noun,C1
дванадцятигранник,dodecahedron,noun,C1
дверці,door,noun,A1
двобічний,two-sided,adjective,C1
двовимірний,two-dimensional,adjective,C1
двокрапка,colon,noun,C1
дворецький,butler,noun,C1
дворняжка,tyke,noun,C1
дворянка,noblewoman,noun,C1
двосічний,double-edged,adjective,C1
двохсотий,two-hundredth,adjective,C1
двошаровий,two-layer,adjective,C1
дебет,debit,noun,C1
дегуманізація,dehumanization,noun,C1
деескалація,de-escalation,noun,C1
делегатка,delegate,noun,C1
демілітаризований,demilitarized,adjective,C1
демілітаризувати,demilitarize,verb,C1
демократизувати,democratize,verb,C1
демократка,democrat,noun,C1
дисидентка,dissident,noun,C1
екзема,eczema,noun,C1
ефіопський,ethiopian,adjective,C1
ехінацея,echinacea,noun,C1
задум,design,noun,C1
дереза,wolfberry,noun,C1
дерун,thick,noun,C1
дециметр,decimetre,noun,C1
Джанкой,dzhankoi,noun,C1
джгут,tourniquet,noun,C1
Джибуті,djibouti,noun,C1
джміль,bumblebee,noun,C1
Джорджтаун,georgetown,noun,C1
дзиґар,clock,noun,C1
дзюрчати,purl,verb,C1
діагональний,diagonal,adjective,C1
дівер,brother-in-law,noun,C1
дівиця,maid,noun,C1
діти,children,noun,C1
дмухати,blow,verb,C1
добуток,product,noun,C1
довговічний,durable,adjective,C1
доки,how,adverb,C1
докладність,detail,noun,C1
долішній,bottom,adjective,C1
домішувати,to,verb,C1
домовласниця,landlady,noun,C1
донощик,informer,noun,C1
доня,daughter,noun,C1
досадний,unfortunate,adjective,C1
досита,untill,adverb,C1
дотеперішній,hitherto,adjective,C1
доторкання,act,noun,C1
дошлюбний,premarital,adjective,C1
драговина,marsh,noun,C1
драже,drag,noun,C1
драйвер,driver,noun,C1
дрізд,thrush,noun,C1
дровця,firewood,noun,C1
дрож,tremble,noun,C1
дротик,needle,noun,C1
дружелюбний,friendly,adjective,C1
друкарка,printer,noun,C1
дрючок,club,noun,C1
дубасити,thrash,verb,C1
дубняк,oakwood,noun,C1
дурисвіт,charlatan,noun,C1
дюйм,inch,noun,C1
дюна,dune,noun,C1
евкаліпт,eucalyptus,noun,C1
економність,economy,noun,C1
ексгібіціоніст,exhibitionist,noun,C1
ексгумувати,exhume,verb,C1
екслібрис,ex,noun,C1
електрик,electrician,noun,C1
електродинамічний,electrodynamic,adjective,C1
електроінструмент,power,noun,C1
електромотор,electric,noun,C1
електроприлад,electrical,noun,C1
електрошок,electroshock,noun,C1
емігрантка,emigrant,noun,C1
емпірично,empirically,adverb,C1
ендокринологія,endocrinology,noun,C1
ендоскоп,endoscope,noun,C1
ендоскопія,endoscopy,noun,C1
ендшпіль,endgame,noun,C1
ентомологічний,entomological,adjective,C1
енциклопедист,encyclopedist,noun,C1
есеїстка,essayist,noun,C1
есей,essay,noun,C1
есперанто,esperanto,noun,C1
есхатологія,eschatology,noun,C1
етилен,ethylene,noun,C1
євродолар,eurodollar,noun,C1
єдинобожжя,monotheism,noun,C1
єдинокровний,consanguineous,adjective,C1
єдиноріг,unicorn,noun,C1
Єлисей,elisha,noun,C1
єхидна,echidna,noun,C1
жадний,stingy,adjective,C1
жар-птиця,firebird,noun,C1
жартун,jester,noun,C1
женитися,marry,verb,C1
женихання,courtship,noun,C1
женоненависник,misogynist,noun,C1
жерех,fish,noun,C1
жертвування,verbal,noun,C1
живець,cutting,noun,C1
живчик,pulse,noun,C1
Жидачів,zhydachiv,noun,C1
жіночість,femininity,noun,C1
жмурки,hide,noun,C1
жнива,harvest,noun,C1
жовч,bile,noun,C1
жолоб,gutter,noun,C1
жонглер,juggler,noun,C1
жриця,priestess,noun,C1
журавлик,crane,noun,C1
забавляти,entertain,verb,C1
забіяка,bully,noun,C1
заблудити,get,verb,A1
завивати,coil,verb,C1
зав'язь,germ,noun,C1
загад,order,noun,C1
загарбувати,conquer,verb,C1
задіювати,engage,verb,C1
зажурений,down,adjective,C1
займання,combustion,noun,C1
закапувати,bury,verb,C1
закляття,spell,noun,C1
залповий,volley,adjective,C1
замінувати,to,verb,C1
занавіска,curtain,noun,C1
занедбувати,neglect,verb,C1
занедужувати,fall,verb,C1
заночувати,stay,verb,C1
запальник,linstock,noun,C1
запилювати,pollinate,verb,C1
запитальний,interrogative,adjective,C1
заплата,wage,noun,C1
заповняти,fill,verb,C1
заподіювати,to,verb,C1
запонка,cufflink,noun,C1
запопадливість,zeal,noun,C1
запор,constipation,noun,C1
зап'ястя,wrist,noun,C1
заривати,bury,verb,C1
зарок,pledge,noun,C1
застосовування,verbal,noun,C1
застрашування,intimidation,noun,C1
заступ,spade,noun,C1
затискач,clamp,noun,C1
затінений,shaded,adjective,C1
захмеліти,get,verb,A1
захоплювач,invader,noun,C1
защемити,stick,verb,C1
збіглий,who,adjective,C1
зблиск,flash,noun,C1
зброяр,weaponsmith,noun,C1
кіготь,claw,noun,C1
кон'юнктивіт,conjunctivitis,noun,C1
лоша,foal,noun,C1
лошак,hinny,noun,C1
луб,bast,noun,C1
зварник,welder,noun,C1
зварювати,weld,verb,C1
звеличити,to,verb,C1
звивина,gyrus,noun,C1
звіробій,st,noun,C1
зв'язковий,messenger,noun,C1
зв'язний,coherent,adjective,C1
згинати,bend,verb,C1
зговір,plot,noun,C1
згуба,loss,noun,C1
здороватися,greet,verb,C1
здоровенний,huge,adjective,C1
здригання,shudder,noun,C1
здружитися,make,verb,A1
зеленити,makegreen,verb,C1
зеленуватий,greenish,adjective,C1
землекоп,navvy,noun,C1
з'єднувальний,connecting,adjective,C1
зжирати,gobble,verb,C1
зимою,in,adverb,C1
зір,vision,noun,C1
зірвиголова,daredevil,noun,C1
зле,evil,noun,C1
злидні,misery,noun,C1
злобний,spiteful,adjective,C1
злодіяння,atrocity,noun,C1
зложити,to,verb,C1
злостивий,angry,adjective,C1
злочинниця,criminal,noun,C1
злягання,sexual,noun,C1
зміркувати,to,verb,C1
змішувач,mixer,noun,C1
зміщати,to,verb,C1
змочувати,wet,verb,C1
знеболювання,anesthesia,noun,C1
знезаражування,disinfection,noun,C1
зношування,wear,noun,C1
золотити,gild,verb,C1
Золотоноша,zolotonosha,noun,C1
зоофілія,zoophilia,noun,C1
зорювати,use,verb,A1
зоставатися,stay,verb,C1
зрадливий,perfidious,adjective,C1
зсунутися,budge,verb,C1
зубастий,toothy,adjective,C1
зубило,chisel,noun,C1
зубочистка,toothpick,noun,C1
зухвалець,an,noun,C1
зцілити,heal,verb,C1
зшиток,exercise,noun,C1
зябра,gill,noun,C1
Іваненко,johnson,noun,C1
ідеалістка,idealist,noun,C1
іжиця,izhitsa,noun,C1
Ізмір,izmir,noun,C1
ікебана,ikebana,noun,C1
імплікація,implication,noun,C1
імпровізаційний,improvisational,adjective,C1
імунобіологія,immunobiology,noun,C1
імунолог,immunologist,noun,C1
імунологія,immunology,noun,C1
ім'я,name,noun,A1
індик,turkey,noun,C1
індіанин,indian,noun,C1
індій,indium,noun,C1
індоєвропеєць,member,noun,C1
індустріалізувати,industrialize,verb,C1
інкунабула,incunabulum,noun,C1
іноземка,foreigner,noun,C1
інсценувати,to,verb,C1
інтелектуалка,intelligent,noun,C1
інтермецо,intermezzo,noun,C1
інфінітив,infinitive,noun,C1
інший,other,adjective,C1
ірокез,mohawk,noun,C1
іхтіологія,ichthyology,noun,C1
Ічня,ichnia,noun,C1
ішак,donkey,noun,C1
її,hers,pronoun,C1
йорданський,jordanian,adjective,C1
кабачок,squash,noun,C1
каблучка,ring,noun,C1
кавоварка,coffeemaker,noun,C1
казахстанець,male,noun,C1
казитися,to,verb,C1
кайло,pickaxe,noun,C1
кайман,caiman,noun,C1
календула,marigold,noun,C1
каліфорній,californium,noun,C1
Калмикія,kalmykia,noun,C1
кальвініст,calvinist,noun,C1
камергер,chamberlain,noun,C1
кам'янець-подільський,kamianets-podilskyi,adjective,C1
канделябр,candlestick,noun,C1
канібал,cannibal,noun,C1
каніфоль,rosin,noun,C1
канонерський,gun-,adjective,C1
капкан,trap,noun,C1
капость,filth,noun,C1
Каракас,caracas,noun,C1
карбюратор,carburetor,noun,C1
кардамон,cardamom,noun,C1
каріатида,caryatid,noun,C1
карієс,caries,noun,C1
каркати,caw,verb,C1
кароокий,brown-eyed,adjective,C1
картеч,grapeshot,noun,C1
картоплина,potato,noun,C1
картридж,cartridge,noun,C1
Касабланка,casablanca,noun,C1
каструвати,fix,verb,C1
каталіз,catalysis,noun,C1
каталонець,catalan,noun,C1
Каталонія,catalonia,noun,C1
каталонський,catalan,adjective,C1
катамаран,catamaran,noun,C1
катапульта,catapult,noun,C1
катарський,of,adjective,C1
катеринка,barrel,noun,C1
катетер,catheter,noun,C1
катюша,katyusha,noun,C1
кача,duckling,noun,C1
кашлянути,cough,verb,C1
каштановий,chestnut,adjective,C1
квас,pickle,noun,C1
квасити,pickle,verb,C1
кекс,cake,noun,C1
келія,cell,noun,C1
Кельн,cologne,noun,C1
кельнер,waiter,noun,C1
Кемерово,kemerovo,noun,C1
керівниця,head,noun,C1
керунок,direction,noun,C1
кетчуп,ketchup,noun,C1
кетяг,bunch,noun,C1
кефаль,fish,noun,C1
китаїст,sinologist,noun,C1
кіннотник,horseman,noun,C1
клавесин,harpsichord,noun,C1
кларнет,clarinet,noun,C1
клепало,doorknocker,noun,C1
клепсидра,water,noun,A1
клинописний,written,adjective,C1
клієнтка,client,noun,C1
клімакс,menopause,noun,C1
кліщі,pliers,noun,C1
клоччя,tow,noun,C1
клуня,barn,noun,C1
ключиця,clavicle,noun,C1
клятьба,oath,noun,C1
Кобеляки,kobeliaky,noun,C1
кобза,kobza,noun,C1
кобура,holster,noun,C1
ковзан,ice,noun,C1
кодувати,code,verb,C1
козар,goatherd,noun,C1
козеня,kid,noun,C1
козуля,roe,noun,C1
козячий,hircine,adjective,C1
койот,coyote,noun,C1
колезький,collegiate,adjective,C1
Колесник,an,noun,C1
коли,when,pronoun,C1
колінопреклоніння,genuflection,noun,C1
колісник,wheelwright,noun,C1
колісниця,chariot,noun,C1
коло,circle,noun,C1
Коломбо,colombo,noun,C1
колона,column,noun,C1
колумбарій,columbarium,noun,C1
комарик,mosquito,noun,C1
комбінезон,overall,noun,C1
комірчина,pantry,noun,C1
компаньйонка,associate,noun,C1
композиторка,composer,noun,C1
компостер,ticket,noun,C1
кондуктор,conductor,noun,C1
конічний,conical,adjective,C1
конкур,show,noun,C1
коноплянка,linnet,noun,C1
консьєрж,doorman,noun,C1
консьєржка,doorman,noun,C1
контамінація,contamination,noun,C1
контрацепція,contraception,noun,C1
контркультура,counterculture,noun,C1
контрольно-пропускний,check,adjective,C1
копил,bastard,noun,C1
копірайтер,copywriter,noun,C1
кораблебудівник,shipbuilder,noun,C1
корвалол,corvalol,noun,C1
кормило,helm,noun,C1
королівна,princess,noun,C1
корольок,kinglet,noun,C1
короста,scab,noun,C1
косинка,neckerchief,noun,C1
косинус,cosine,noun,C1
Косів,kosiv,noun,C1
космогонічний,cosmogonic,adjective,C1
космологічний,cosmological,adjective,C1
косоворотка,kosovorotka,noun,C1
костиль,crutch,noun,C1
костур,crutch,noun,C1
кофеїн,caffeine,noun,C1
кочівницький,nomadic,adjective,C1
кравчиня,tailor,noun,C1
Краматорськ,kramatorsk,noun,C1
Краснодон,krasnodon,noun,C1
Красноперекопськ,krasnoperekopsk,noun,C1
краснопис,calligraphy,noun,C1
креветка,prawn,noun,C1
кречет,gyrfalcon,noun,C1
кривлятися,mug,verb,C1
крикливий,clamorous,adjective,C1
крилас,kliros,noun,C1
криптографія,cryptography,noun,C1
Крит,crete,noun,C1
криця,steel,noun,C1
кріотерапія,cryotherapy,noun,C1
кріп,dill,noun,C1
кріпаччина,serfdom,noun,C1
кріпость,fortress,noun,C1
крововтрата,blood,noun,C1
кровосос,bloodsucker,noun,C1
кровохаркання,hemoptysis,noun,C1
кров'янка,blood,noun,C1
Кролевець,krolevets,noun,C1
Кропивницький,kropyvnytskyi,noun,C1
кропив'янка,wren,noun,C1
круговид,horizon,noun,C1
круїз,cruise,noun,C1
крупа,groat,noun,C1
Куба,cuba,noun,C1
кубізм,cubism,noun,C1
кукіль,corncockle,noun,C1
кульбаба,dandelion,noun,C1
куняти,to,verb,C1
купальня,building,noun,C1
куприк,coccyx,noun,C1
курага,dried,noun,C1
Курляндія,courland,noun,C1
курний,dusty,adjective,C1
курчатко,young,noun,C1
лавандовий,lavender,adjective,C1
Лада,lada,noun,C1
ладити,get,verb,A1
лайдак,lazybones,noun,C1
лакмус,litmus,noun,C1
ларьок,stand,noun,C1
ласт,flipper,noun,C1
лати,armor,noun,C1
латиноамериканець,latin,noun,C1
латка,patch,noun,C1
лауреатка,laureate,noun,C1
лахміття,rags,noun,C1
левеня,lion,noun,C1
лексикографічний,lexicographic,adjective,C1
ленд-ліз,lend-lease,noun,C1
леп,grime,noun,C1
лесбійський,lesbian,adjective,C1
лженаука,pseudoscience,noun,C1
лжесвідчення,perjury,noun,C1
либонь,apparently,adverb,C1
лижниця,skier,noun,C1
лимонний,lemon,adjective,C1
лин,tench,noun,C1
лист,letter,noun,C1
лихварство,usury,noun,C1
лихослів'я,slander,noun,C1
лишайник,lichen,noun,C1
ліана,liana,noun,C1
лівак,leftard,noun,C1
лігвище,den,noun,C1
